scenario_id,k,method,cbl,cbl_oracle,aulc_normalized,kendalls_tau,mrr,precision_at_3,ndcg_1,ndcg_3,ndcg_5
scenario_k10_009,10,B1_random,2801.9029459961384,2706.9081456905683,0.7885616452732122,-0.06666666666666667,0.1111111111111111,0.6666666666666666,0.12192813054524322,0.2914073181409576,0.3957754993822508
scenario_k10_009,10,B2_severity,1655.5982780753316,2706.9081456905683,-8.727031755758352,-0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0
scenario_k10_009,10,B3_itil,1655.5982780753316,2706.9081456905683,-8.727031755758352,-0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0
scenario_k10_009,10,B4_pagerank,2355.1272027387954,2706.9081456905683,-2.920169927801261,-0.06666666666666667,0.25,0.0,0.99139482809514,0.9345941701306282,0.8778710652786089
scenario_k10_009,10,B6_ppr,2491.452703793877,2706.9081456905683,-1.7885178683317846,-0.06666666666666667,0.25,0.0,0.8821595256662086,0.758058075766168,0.7417704872632698
scenario_k10_009,10,B7_classifier,1737.366098542443,2706.9081456905683,-8.04826863577136,-0.19999999999999998,0.5,0.3333333333333333,0.99139482809514,0.9722904454891403,0.9942155283516474
scenario_k10_009,10,B9_independent,1826.2752275416424,2706.9081456905683,-7.310224776340183,-0.4222222222222222,0.3333333333333333,0.3333333333333333,0.6027407692441681,0.8148361021666576,0.876297901606191
scenario_k10_010,10,BLAST,1850.0169692324098,2724.1512950597435,-7.025319629339425,-0.19999999999999998,0.5,0.3333333333333333,0.8565690407748227,0.9539231444863798,0.8598276873920165
scenario_k10_010,10,B1_random,2768.351064567921,2724.1512950597435,0.3552285949235394,-0.3333333333333333,0.14285714285714285,0.0,0.995408026385643,0.5836571301291618,0.6769495677477685
scenario_k10_010,10,B2_severity,1476.5388723658145,2724.1512950597435,-10.02692124538613,-0.15555555555555553,1.0,0.3333333333333333,1.0,1.0,1.0
scenario_k10_010,10,B3_itil,1476.5388723658145,2724.1512950597435,-10.02692124538613,-0.15555555555555553,1.0,0.3333333333333333,1.0,1.0,1.0
scenario_k10_010,10,B4_pagerank,2364.047054177444,2724.1512950597435,-2.8941174340504143,-0.06666666666666667,0.25,0.0,0.16168734455167588,0.5582021246059413,0.6253356471407616
scenario_k10_010,10,B6_ppr,2502.767997905319,2724.1512950597435,-1.7792327530838477,-0.06666666666666667,0.25,0.0,0.9061209792424857,0.5371255614182244,0.6020128351507135
