value_model,scenario_id,k,cbl_blast,cbl_b9,ndcg5_blast,ndcg5_b9
user_volume_weighted,scenario_k10_012,10,3084.873108912564,2994.426209126394,0.8930421482520845,0.8593659157365218
user_volume_weighted,scenario_k10_013,10,3055.919675043994,2969.4463090886024,0.8929847215566807,0.8591357979238256
user_volume_weighted,scenario_k10_014,10,2963.5148614733102,2883.1915995973777,0.8953143406593416,0.8485846211939265
user_volume_weighted,scenario_k10_015,10,3203.5976950929726,3593.805044779834,0.9794238891586213,0.9462501823578966
user_volume_weighted,scenario_k10_016,10,2698.0117082802076,2611.2426847927427,0.978202205202591,0.9343419275287395
user_volume_weighted,scenario_k10_017,10,2698.86318655831,2609.36920648242,0.9790554719215278,0.9458658347849194
user_volume_weighted,scenario_k10_018,10,2732.6712722052634,2641.238900110541,0.9786520751385478,0.9448586942644371
user_volume_weighted,scenario_k10_019,10,3436.3047165011394,3794.4652854998517,0.9438414930070853,0.9110122960983735
user_volume_weighted,scenario_k10_020,10,2728.743588614622,2636.858270723026,0.978065956489879,0.9345462896103548
user_volume_weighted,scenario_k10_021,10,3139.9364843246467,3593.805044779834,0.9793462092756969,0.9452992182020421
user_volume_weighted,scenario_k10_022,10,3031.7517876067536,2949.944804618009,0.8933927930166939,0.8606409807445076
user_volume_weighted,scenario_k10_023,10,3084.458878822838,2995.8787117111597,0.8931295070296004,0.8601282197388647
user_volume_weighted,scenario_k10_024,10,3336.86927332376,3795.0105743467147,0.943651966340092,0.9111591899138617
user_volume_weighted,scenario_k10_025,10,2985.373557348228,2894.3480575877375,0.9367398691896308,0.895158667702609
user_volume_weighted,scenario_k10_026,10,3413.1231720118726,3798.9164488382876,0.8968208555335754,0.8605858055857166
user_volume_weighted,scenario_k10_027,10,3238.0460284462506,3597.7221722243576,0.9824780608772996,0.9452845171520466
user_volume_weighted,scenario_k10_028,10,3030.13850354416,3457.139421636676,0.9505956674598179,0.9156298987273067
user_volume_weighted,scenario_k10_029,10,3087.527291515125,2995.8787117111597,0.8929735200104024,0.8603506604533152
user_volume_weighted,scenario_k10_030,10,3219.0965268398063,3577.3086087580214,0.9790416080076985,0.945927425751187
sla_urgency_weighted,scenario_k3_001,3,582.7460028210735,582.7460028210735,0.8479185637923223,0.8479185637923223
sla_urgency_weighted,scenario_k3_002,3,562.4168585284281,562.4168585284281,1.0,1.0
