scenario_id,k,method,cbl,cbl_oracle,aulc_normalized,kendalls_tau,mrr,precision_at_3,map,ndcg_1,ndcg_3,ndcg_5
re2tt_scenario_k3_005,3,B10_pairwise,429.965007266525,429.965007266525,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
re2tt_scenario_k3_005,3,B11_closeness,514.6213432685818,429.965007266525,0.24958651315879798,0.33333333333333337,1.0,1.0,1.0,1.0,0.9635166705966067,0.9635166705966067
re2tt_scenario_k3_005,3,B12_eigenvector,674.7862207832615,429.965007266525,0.7217897196432324,-0.33333333333333337,0.5,1.0,1.0,0.15761456630156057,0.7460409480600376,0.7460409480600376
re2tt_scenario_k3_006,3,BLAST,605.4269202067989,560.6366694870236,,-0.33333333333333337,0.3333333333333333,1.0,1.0,0.5545207072648113,0.8658293101192658,0.8658293101192658
re2tt_scenario_k3_006,3,B1_random,551.3847609007447,560.6366694870236,,0.33333333333333337,1.0,1.0,1.0,1.0,1.0,1.0
re2tt_scenario_k3_006,3,B2_severity,535.8729810997776,560.6366694870236,,0.33333333333333337,0.5,1.0,1.0,0.5545207072648113,0.8968384189169349,0.8968384189169349
re2tt_scenario_k3_006,3,B3_itil,551.3847609007447,560.6366694870236,,0.33333333333333337,1.0,1.0,1.0,1.0,1.0,1.0
re2tt_scenario_k3_006,3,B4_pagerank,535.8729810997776,560.6366694870236,,0.33333333333333337,0.5,1.0,1.0,0.5545207072648113,0.8968384189169349,0.8968384189169349
re2tt_scenario_k3_006,3,B5_betweenness,605.4269202067989,560.6366694870236,,-0.33333333333333337,0.3333333333333333,1.0,1.0,0.5545207072648113,0.8658293101192658,0.8658293101192658
re2tt_scenario_k3_006,3,B6_ppr,590.0108649562196,560.6366694870236,,-0.33333333333333337,0.5,1.0,1.0,0.6068205532039922,0.9125902316829827,0.9125902316829827
re2tt_scenario_k3_006,3,B7_classifier,551.3847609007447,560.6366694870236,,0.33333333333333337,1.0,1.0,1.0,1.0,1.0,1.0
re2tt_scenario_k3_006,3,B9_independent,605.4269202067989,560.6366694870236,,-0.33333333333333337,0.3333333333333333,1.0,1.0,0.5545207072648113,0.8658293101192658,0.8658293101192658
re2tt_scenario_k3_006,3,B10_pairwise,560.6366694870236,560.6366694870236,,1.0,1.0,1.0,1.0,1.0,0.9958752380724752,0.9958752380724752
